25,2.54
30,3.22
35,4.62
40,5.82
45,7.02
50,7.96
55,8.81
60,9.92
65,10.78
70,11.81
75,12.83
80,13.69
85,14.4
90,15.44
95,16.78
100,17.62
105,18.48
110,20.02
115,20.7
120,21.39
125,22.15
130,22.82
135,24.06
140,25.15
145,25.93
150,27.21
155,28.4
160,29.26
165,30.29
170,30.84
175,32.03
180,32.7
185,33.55
190,34.91
195,35.93
200,36.79
205,37.82
210,39.18
215,39.87
220,41.24
225,42.26
230,41.96
235,43.38
240,44.23
245,45.07
250,46.43
255,47.62
