25,1.86
30,4.07
35,4.96
40,6.16
45,6.84
50,7.79
55,8.81
60,9.92
65,10.95
70,11.81
75,12.83
80,13.69
85,14.57
90,15.44
95,16.27
100,17.8
105,18.65
110,19.34
115,20.36
120,21.56
125,22.15
130,22.99
135,24.23
140,24.98
145,25.76
150,26.86
155,27.72
160,28.92
165,29.6
170,30.5
175,31.18
180,32.2
185,33.72
190,34.74
195,35.42
200,36.62
205,37.64
210,38.5
215,39.18
220,40.04
225,41.41
230,41.45
235,42.53
240,43.38
245,44.4
250,45.07
255,46.26
